,title,rating,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,roast_level,roaster,roaster_location,dollars_per_ounce
46,El Salvador Monte Verde,92,8.0,9,8,9,"['sweet-toned', 'straightforward', 'comfortable', 'brown', 'sugar', 'cocoa', 'gardenia', 'hazelnut', 'a', 'hint', 'of', 'orange', 'marmalade', 'in', 'aroma', 'and', 'cup', 'balanced', 'in', 'structure', 'with', 'gentle', 'round', 'acidity;', 'delicately', 'plush', 'mouthfeel', 'the', 'exceptionally', 'sweet', 'finish', 'consolidates', 'around', 'flowers', 'cocoa', 'hazelnut', '\n']","Monte Verde, Santa Ana Department, central El Salvador",15.00/12 ounces,Medium-Light,Speedwell Coffee,"Plymouth, Massachusetts",1.25
47,Papua New Guinea Baroida Estate Natural,93,8.0,9,9,9,"['buoyant', 'delicate', 'vivacious', 'a', 'bouquet', 'of', 'flowers', '—', 'rose', 'magnolia', 'more', '—', 'plus', 'lemon', 'sandalwood', 'fresh', 'tobacco', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'in', 'structure', 'with', 'a', 'big', 'savory', 'bottom', 'syrupy', 'but', 'lively', 'mouthfeel', 'rich', 'sweet', 'balanced', 'finish:', 'tobacco', 'lemon', '']","Eastern Highlands, Papua New Guinea",22.00/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.8333333333333333
48,Ethiopia Sidama,93,8.0,9,9,9,"['sweet', 'crisply', 'brisk', 'orangy', 'balanced', 'orange', 'freesia', 'fresh-cut', 'fir', 'hints', 'of', 'cocoa', 'nib', 'and', 'molasses', 'bittersweet', 'in', 'structure', 'with', 'a', 'sweet', 'but', 'brisk', 'acidity', 'lightly', 'syrupy', 'lifty', 'and', 'lively', 'mouthfeel', 'gently', 'but', 'richly', 'drying', 'finish:', 'orange', 'fir', 'a', 'hint', 'of', 'cocoa', 'nib']","Mirado Village, Bensa District, Sidama Zone, Ethiopia",13.00/12 ounces,Medium-Light,Fieldheads Coffee Roasting,"Bigfork, Montana",1.0833333333333333
49,Ethiopia Yirgacheffe Kochere,93,8.0,9,9,9,"['crisp', 'spicy', 'orange-toned', 'spice', 'box', 'black', 'currant', 'orange', 'cocoa', 'a', 'hint', 'of', 'sweet', 'flowers', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'a', 'briskly', 'savory', 'edge;', 'full', 'plump', 'mouthfeel', 'rich', 'and', 'round', 'in', 'the', 'finish:', 'orange', 'blackberry', 'a', 'continued', 'hint', 'of', 'flowers', '', '']","Kochere District, Gedeo Zone, Ethiopia",12.00/12 ounces,Medium-Light,Cup to Cup Coffee Roasters,"Savannah, Georgia",1.0
50,Peru Walther Acuna,91,7.0,8,9,9,"['crisply', 'sweet', 'delicately', 'aromatic', 'fig', 'newton', 'magnolia', 'hazelnut', 'fresh-cut', 'fir', 'agave', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'brisk', 'acidity;', 'very', 'full', 'satiny', 'mouthfeel', 'the', 'gently', 'drying', 'finish', 'consolidates', 'to', 'notes', 'of', 'hazelnut', 'and', 'fir']","La Coipa, Cajamarca, Peru",19.95/12 ounces,Medium-Light,Roadmap CoffeeWorks,"Lexington, Virginia",1.6625
51,Colombia FUDAM Nariño,94,8.0,9,9,9,"['high-toned', 'richly', 'sweet-tart', 'red', 'plum', 'almond', 'nougat', 'marjoram', 'cedar', 'star', 'jasmine', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet', 'with', 'high-toned', 'acidity;', 'syrupy-smooth', 'mouthfeel', 'the', 'finish', 'leads', 'with', 'notes', 'of', 'star', 'jasmine', 'rounding', 'to', 'almond', 'nougat', 'in', 'the', 'long']","La Union, Nariño, Colombia",18.50/12 ounces,Light,Roadmap CoffeeWorks,"Lexington, Virginia",1.5416666666666667
52,Colombia Don Ruiz Anaerobic,95,9.0,9,9,9,"['elegantly', 'fruit-toned', 'very', 'juicy', 'ripe', 'peach', 'dark', 'chocolate', 'blueberry', 'jam', 'almond', 'butter', 'a', 'hint', 'of', 'wine', 'barrel', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'bright', 'malic', 'acidity;', 'very', 'smooth', 'syrupy', 'mouthfeel', 'integrated', 'harmonious', 'long', 'finish']","Caldas, Colombia",28.50/12 ounces,Medium-Light,Roadmap CoffeeWorks,"Lexington, Virginia",2.375
53,Ethiopia Guji Hambela Dabaye,93,8.0,9,8,9,"['delicately', 'aromatic', 'richly', 'sweet', 'narcissus', 'honey', 'apricot', 'almond', 'meyer', 'lemon', 'zest', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'gently', 'bright', 'floral', 'acidity;', 'smooth', 'silky', 'mouthfeel', 'the', 'finish', 'consolidates', 'to', 'notes', 'of', 'honey', 'and', 'almond', 'with', 'undertones', 'of', 'narcissus']","Guji Zone, Oromia Region, Ethiopia",22.00/12 ounces,Medium-Light,Jaunt Coffee Roasters,"San Diego, California",1.8333333333333333
54,Colombia Geisha,94,8.0,9,9,9,"['richly', 'fruit-', 'and', 'floral-toned', 'dried', 'plum', 'plumeria', 'dark', 'chocolate', 'amber', 'lemon-thyme', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'with', 'balanced', 'fruity', 'acidity;', 'very', 'full', 'syrupy', 'mouthfeel', 'the', 'resonant', 'finish', 'centers', 'around', 'notes', 'of', 'plum', 'plumeria', 'and', 'dark', 'chocolate']","Planadas, Tolima, Colombia",24.00/8 ounces,Medium-Light,Jaunt Coffee Roasters,"San Diego, California",3.0
55,Ethiopia Worka Sakaro,95,9.0,9,9,9,"['sweetly', 'tart', 'fruit-driven', 'chocolaty', 'berry', 'melange', 'dark', 'chocolate', 'freesia-like', 'flowers', 'cedar', 'pink', 'peppercorn', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet', 'with', 'vibrant', 'high-toned', 'acidity;', 'lively', 'syrupy', 'mouthfeel', 'long', 'lingering', 'flavor-saturated', 'finish', 'juicy', 'and', 'bright\n']","Gedeb District, Gedeo Zone, southern Ethiopia",22.00/12 ounces,Medium-Light,Red Rooster Coffee Roaster,"Floyd, Virginia",1.8333333333333333
56,Nicaragua La Bastilla Estate Anaerobic,93,8.0,9,8,9,"['deeply', 'lactic-sweet', 'rich-toned', 'bubblegum', 'rhododendron', 'cocoa', 'nib', 'fresh', 'leather', 'grape', 'candy', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'structure', 'with', 'tangy', 'lactic', 'acidity;', 'delicate', 'lightly', 'syrupy', 'mouthfeel', 'the', 'sweet', 'long', 'finish', 'consolidates', 'to', 'notes', 'of', 'bubblegum', 'and', 'cocoa', 'nib', 'with', 'undertones', 'of', 'rhododendron']","Jinotega, Nicaragua",17.50/12 ounces,Medium-Light,RamsHead Coffee Roasters,"Bozeman, Montana",1.4583333333333333
57,Karen J Kona Red Bourbon,96,9.0,10,8,10,"['deep-toned', 'complexly', 'layered', 'vibrantly', 'aromatic', 'black', 'cherry', 'honeysuckle', 'cocoa', 'nib', 'sugar', 'cane', 'lemon', 'balm', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'structure', 'with', 'tart', 'juicy', 'acidity;', 'crisp', 'satiny', 'mouthfeel', 'very', 'long', 'nuanced', 'resonant', 'finish']","Holualoa, North Kona growing district, “Big Island” of Hawai’i",54.95/8 ounces,Medium-Light,Hula Daddy Kona Coffee,"Holualoa, Hawai’i",6.86875
58,Bella Carmona Guatemala,93,8.0,9,8,9,"['evaluated', 'as', 'espresso', 'caramel', 'almond', 'butter', 'yellow', 'plum', 'orange', 'zest', 'cedar', 'in', 'aroma', 'and', 'small', 'cup', 'crisp', 'satiny', 'mouthfeel;', 'richly', 'nut-driven', 'finish', 'in', 'three', 'parts', 'milk', 'almond', 'and', 'caramel', 'tones', 'commingle', 'supported', 'by', 'plum', 'and', 'cedar']","Antigua growing region, Guatemala",17.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.4166666666666667
59,San Jose Mexico,93,8.0,9,8,9,"['evaluated', 'as', 'espresso', 'richly', 'chocolaty', 'deeply', 'sweet', 'crisp', 'apple', 'dark', 'chocolate', 'hazelnut', 'fresh-cut', 'oak', 'agave', 'syrup', 'in', 'aroma', 'and', 'small', 'cup', 'velvety-smooth', 'mouthfeel;', 'chocolaty', 'nutty', 'finish', 'in', 'three', 'parts', 'milk', 'both', 'chocolate', 'and', 'nut', 'tones', 'are', 'amplified', 'while', 'fruit', 'falls', 'back', 'to', 'a', 'supporting', 'role', '']","Coatepec, Veracruz State, Mexico",17.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.4166666666666667
60,Ethiopia Kayon Mountain,94,8.0,9,9,9,"['richly', 'sweet-tart', 'high-toned', 'apricot', 'nectar', 'almond', 'nougat', 'jasmine', 'cedar', 'cocoa', 'nib', 'in', 'aroma', 'and', 'cup', 'richly', 'sweet-tart', 'structure', 'with', 'juicy-bright', 'acidity;', 'very', 'syrupy', 'vibrant', 'mouthfeel', 'cocoa-toned', 'finish', 'with', 'undertones', 'of', 'apricot', 'and', 'cedar']","Odo Shakiso District, Guji Zone, southern Ethiopia",20.00/12 ounces,Medium-Light,Yellow Brick Coffee,"Tucson, Arizona",1.6666666666666667
61,Rwanda Agasaro,93,8.0,9,9,9,"['richly', 'bittersweet', 'harmoniously', 'fruit-forward', 'dark', 'chocolate', 'dried', 'black', 'cherry', 'lavender', 'fresh-cut', 'oak', 'tangerine', 'zest', 'in', 'aroma', 'and', 'cup', 'integrated', 'pleasingly', 'bittersweet', 'structure', 'with', 'gentle', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'the', 'finish', 'consolidates', 'to', 'notes', 'of', 'dark', 'chocolate', 'dried', 'black', 'cherry', 'and', 'cedar']","Western Province, Rwanda",18.95/12 ounces,Medium-Light,Durango Coffee Company,"Durango, Colorado",1.5791666666666666
62,Sweet Waves Espresso,93,8.0,9,8,9,"['evaluated', 'as', 'espresso', 'richly', 'sweet', 'crisply', 'chocolaty', 'dark', 'chocolate', 'hazelnut', 'candy', 'apple', 'orange', 'zest', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'satiny-smooth', 'mouthfeel;', 'resonant', 'chocolaty', 'finish', 'with', 'hazelnut', 'undertones', 'in', 'three', 'parts', 'milk', 'chocolate', 'notes', 'are', 'amplified', 'but', 'remain', 'in', 'balance', 'with', 'hazelnut', 'and', 'cedar', 'suggestions']","Holualoa, North Kona growing district, “Big Island” of Hawai’i",23.00/8 ounces,Medium,Kona View Coffee,"Holualoa, Hawai’i",2.875
63,Haitian Hound Haitian Blue Dark Roast,91,7.0,9,8,9,"['deeply', 'chocolaty', 'sweetly', 'earthy', 'dark', 'chocolate', 'pipe', 'tobacco', 'date', 'lily', 'gently', 'scorched', 'oak', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gentle', 'round', 'acidity;', 'crisp', 'velvety', 'mouthfeel', 'the', 'mildly', 'drying', 'finish', 'consolidates', 'to', 'notes', 'of', 'pipe', 'tobacco', 'and', 'lightly', 'scorched', 'oak', 'with', 'undertones', 'of', 'dark', 'chocolate']","Cap Haitien, Haiti",16.99/12 ounces,Medium,Cafe Kreyol,"Manassas, Virginia",1.4158333333333333
64,Colombian Anaerobic,92,8.0,9,8,9,"['richly', 'fruit-toned', 'candy-like', 'pineapple', 'saltwater', 'taffy', 'cotton', 'candy', 'baking', 'chocolate', 'orange', 'zest', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'brisk', 'acidity;', 'satiny-smooth', 'mouthfeel', 'crisply', 'sweet', 'finish', 'with', 'notes', 'of', 'cotton', 'candy', 'and', 'orange', 'zest', 'supported', 'by', 'cedar', 'undertones']",Colombia,17.99/12 ounces,Light,Cafe Kreyol,"Manassas, Virginia",1.4991666666666663
65,Conejo Añejo,93,8.0,9,9,9,"['sweetly', 'fermenty', 'chocolaty', 'milk', 'chocolate', 'black', 'cherry', 'wine', 'barrel', 'cedar', 'tangerine', 'zest', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'winey', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'fruity', 'chocolaty', 'finish', 'with', 'aromatic', 'wood', 'undertones', '']",Dominican Republic; Honduras,17.99/12 ounces,Medium,Cafe Kreyol,"Manassas, Virginia",1.4991666666666663
66,El Duende Peru,94,8.0,9,9,9,"['balanced', 'deep', 'floral-toned', 'wisteria', 'cocoa', 'nib', 'almond', 'nougat', 'white', 'peach', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gently', 'bright', 'vibrant', 'acidity;', 'full', 'buttery', 'mouthfeel', 'the', 'crisp', 'finish', 'centers', 'around', 'notes', 'of', 'wisteria', 'and', 'cocoa', 'nib']","Huarango, San Ignacio, Cajamarca growing region, Peru",17.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",1.4166666666666667
67,Geisha Spirit,94,8.0,9,9,9,"['delicately', 'fruit-', 'and', 'floral-toned', 'magnolia', 'apricot', 'amber', 'cocoa', 'nib', 'sandalwood', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'with', 'gently', 'bright', 'acidity;', 'vibrantly', 'silky', 'mouthfeel', 'resonant', 'finish', 'that', 'leads', 'with', 'notes', 'of', 'magnolia', 'and', 'apricot', 'rounding', 'to', 'cocoa', 'and', 'amber', 'in', 'the', 'long']","Tolima Department, Colombia",39.50/12 ounces,Medium-Light,Cafe Kreyol,"Manassas, Virginia",3.2916666666666665
68,Gachatha Kenya,96,9.0,9,9,10,"['richly', 'sweet-savory', 'ripe', 'heirloom', 'tomato', 'pomegranate', 'cocoa', 'nib', 'sage', 'narcissus', 'in', 'aroma', 'and', 'cup', 'complex', 'sweet-savory-tart', 'structure', 'with', 'elegantly', 'bright', 'acidity;', 'plush', 'syrupy-smooth', 'mouthfeel', 'long', 'lingering', 'flavor-saturated', 'finish', 'that', 'foregrounds', 'tomato', 'pomegranate', 'and', 'cocoa', 'notes']","Karundu, Nyeri County, Kenya",24.00/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",2.0
69,Mexico FTO,91,8.0,8,8,9,"['crisply', 'sweet-tart', 'nut-toned', 'red', 'apple', 'almond', 'brittle', 'magnolia', 'lemon', 'zest', 'cedar', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'brisk', 'acidity;', 'delicate', 'satiny', 'mouthfeel', 'quiet', 'gently', 'nut-toned', 'finish']","Chiapas, Mexico",16.70/12 ounces,Medium-Light,Water Street Coffee,"Kalamazoo, Michigan",1.3916666666666666
70,Mexico La Cañada Oaxaca Organic,91,8.0,8,8,9,"['deeply', 'sweet', 'nut-toned', 'cashew', 'butter', 'cocoa', 'nib', 'date', 'tiger', 'lily', 'fresh-cut', 'fir', 'in', 'aroma', 'and', 'cup', 'crisply', 'sweet', 'structure', 'with', 'balanced', 'acidity;', 'delicate', 'silky', 'mouthfeel', 'creamy', 'cashew', 'notes', 'lead', 'the', 'short', 'finish', 'with', 'tiger', 'lily', 'and', 'date', 'resurfacing', 'in', 'the', 'long']","La Cañada, Oaxaca, Mexico",26.00/12 ounces,Medium-Light,Lone Coffee,"Escondido, California",2.1666666666666665
71,Mexico Nyarita Canela,92,8.0,8,9,9,"['crisply', 'sweet', 'fruit-toned', 'dried', 'plum', 'hazelnut', 'cocoa', 'powder', 'marjoram', 'fresh-cut', 'fir', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'gently', 'fruity', 'acidity;', 'crisp', 'silky', 'mouthfeel', 'the', 'finish', 'consolidates', 'to', 'cocoa-toned', 'marjoram', 'with', 'hints', 'of', 'hazelnut']","Nyarita, Mexico",25.00/14 ounces,Medium-Light,Mostra Coffee,"San Diego, California",1.7857142857142858
72,Mexico Ozolotepec,93,8.0,9,9,9,"['deeply', 'sweet', 'crisply', 'chocolaty', 'baking', 'chocolate', 'almond', 'nougat', 'pear', 'fresh-cut', 'oak', 'pink', 'grapefruit', 'zest', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'structure', 'with', 'brisk', 'acidity;', 'full', 'syrupy-smooth', 'mouthfeel', 'the', 'finish', 'centers', 'around', 'notes', 'of', 'almond', 'nougat', 'and', 'pink', 'grapefruit', 'zest']","Oaxaca, Mexico",19.00/12 ounces,Medium-Light,Wonderstate Coffee,"Viroqua, Wisconsin",1.5833333333333333
73,Capitan Maragogype,93,8.0,9,9,9,"['richly', 'chocolaty', 'deep-toned', 'dark', 'chocolate', 'hop', 'flowers', 'black', 'cherry', 'cinammon', 'fresh-cut', 'cedar', 'in', 'aroma', 'and', 'cup', 'bittersweet', 'structure', 'with', 'gentle', 'round', 'acidity;', 'plush', 'creamy', 'mouthfeel', 'chocolaty', 'finish', 'with', 'supporting', 'notes', 'of', 'hop', 'flowers', 'and', 'cinnamon']","Chiapas, Mexico",22.00/12 ounces,Medium-Light,Speckled Ax,"Portland, Maine",1.8333333333333333
74,Chiapas Chimhucum Semi-Washed,93,8.0,9,9,9,"['delicately', 'sweet', 'subtly', 'complex', 'dried', 'apricot', 'cocoa', 'nib', 'freesia-like', 'flowers', 'cedar', 'tangerine', 'zest', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'structure', 'with', 'balanced', 'acidity;', 'full', 'syrupy-smooth', 'mouthfeel', 'cocoa-toned', 'finish', 'with', 'dried', 'apricot', 'and', 'tangerine', 'notes']","Los Altos, Chiapas State, Mexico",16.95/16 ounces,Medium-Light,Badbeard’s Microroastery,"Portland, Oregon",1.059375
75,Mexico Maya Vinic,93,8.0,9,9,9,"['crisply', 'sweet', 'balanced', 'spice-toned', 'baking', 'chocolate', 'almond', 'butter', 'date', 'clove', 'magnolia', 'in', 'aroma', 'and', 'cup', 'sweet', 'structure', 'with', 'gentle', 'round', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'chocolaty', 'nut', 'tones', 'in', 'the', 'finish', 'supported', 'by', 'magnolia-like', 'flowers']","Los Altos, Chiapas State, Mexico",16.00/12 ounces,Medium-Light,Amavida Coffee Roasters,"Santa Rosa Beach, Florida",1.3333333333333333
76,Finca Cerro Azul Aces Lot,94,8.0,9,9,9,"['fruit-saturated', 'sweetly', 'fermenty', 'concord', 'grape', 'dark', 'chocolate', 'vanilla', 'orchid', 'wine', 'barrel', 'tangerine', 'zest', 'in', 'aroma', 'and', 'cup', 'brightly', 'sweet-tart', 'structure', 'with', 'juicy', 'acidity;', 'very', 'full', 'satiny', 'mouthfeel', 'fruit-toned', 'finish', 'with', 'notes', 'of', 'wine', 'barrel', 'into', 'the', 'long']","Guerrero State, Mexico",32.25/8 ounces,Medium-Light,Revel Coffee,"Billings, Montana",4.03125
77,Rwanda Sholi Natural Single-Origin Espresso,94,8.0,9,9,9,"['evaluated', 'as', 'espresso', 'richly', 'fruit-toned', 'chocolaty', 'tiramisu', 'raspberry', 'coulis', 'almond', 'butter', 'hop', 'flowers', 'cedar', 'in', 'aroma', 'and', 'small', 'cup', 'viscous', 'satiny', 'mouthfeel;', 'crisply', 'tart', 'finish', 'with', 'notes', 'of', 'raspberry', 'and', 'cedar', 'in', 'cappuccino-scaled', 'milk', 'raspberry', 'and', 'creamy', 'chocolate', 'notes', 'take', 'center', 'stage']","Muhanga, Rwanda",22.00/12 ounces,Medium-Light,Temple Coffee,"Sacramento, California",1.8333333333333333
78,Ethiopia Nano Genji,95,9.0,9,9,9,"['elegantly', 'bright', 'delicately', 'juicy', 'richly', 'aromatic', 'cocoa', 'nib', 'ginger', 'flower', 'apricot', 'pink', 'grapefruit', 'zest', 'hint', 'of', 'thyme', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'juicy', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'resonant', 'long', 'flavor-saturated', 'finish']","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",25.50/12 ounces,Light,Temple Coffee,"Sacramento, California",2.125
79,Kona Red Bourbon,94,8.0,9,9,9,"['richly', 'sweet-tart', 'deeply', 'chocolaty', 'dark', 'chocolate', 'pomegranate', 'lemon', 'verbena', 'agave', 'syrup', 'pink', 'grapefruit', 'zest', 'in', 'aroma', 'and', 'cup', 'sweetly', 'tart', 'structure', 'with', 'apple-like', 'malic', 'acidity;', 'very', 'full', 'smooth', 'viscous', 'mouthfeel', 'the', 'finish', 'consolidates', 'to', 'notes', 'of', 'pomegranate', 'and', 'dark', 'chocolate', 'with', 'undertones', 'of', 'pink', 'grapefruit', 'zest']","Holualoa, Kona, Big Island of Hawai’i",49.00/10 ounces,Medium-Light,Big Island Coffee Roasters,"Mountain View, Hawaii",4.9
80,Kona Noir,94,8.0,9,9,9,"['elegantly', 'fruit-toned', 'gently', 'spice-driven', 'date', 'clove', 'blood', 'orange', 'baking', 'chocolate', 'cedar', 'in', 'aroma', 'and', 'cup', 'complex', 'bittersweet', 'structure', 'with', 'winey', 'acidity;', 'plush', 'syrupy', 'mouthfeel', 'the', 'resonant', 'finish', 'is', 'centered', 'around', 'notes', 'of', 'date', 'blood', 'orange', 'and', 'clove']","Holualoa, Kona, Big Island of Hawai’i",29.00/4 ounces,Light,Big Island Coffee Roasters,"Mountain View, Hawaii",7.25
81,Vietnam Robusta Carbonic Maceration,92,8.0,9,8,9,"['crisply', 'fruit-toned', 'chocolaty', 'cocoa', 'powder', 'black', 'cherry', 'almond', 'cedar', 'orange', 'zest', 'in', 'aroma', 'and', 'cup', 'richly', 'bittersweet', 'structure', 'with', 'brisk', 'acidity;', 'full', 'velvety', 'mouthfeel', 'finish', 'consolidates', 'to', 'notes', 'of', 'cocoa', 'powder', 'orange', 'zest', 'and', 'cedar\n']","Lam Dong Province, Vietnam",25.00/12 ounces,Medium-Light,Paradise Roasters,"Minneapolis, Minnesota",2.083333333333333
82,Espresso Nuevo,93,8.0,9,8,9,"['evaluated', 'as', 'espresso', 'deeply', 'chocolaty', 'sweetly', 'earthy', 'dark', 'chocolate', 'date', 'graphite', 'lemon', 'verbena', 'candied', 'violet', 'in', 'aroma', 'and', 'small', 'cup', 'crisp', 'satiny', 'mouthfeel;', 'richly', 'chocolaty', 'and', 'gently', 'herbaceous', 'finish', 'chocolate', 'takes', 'the', 'stage', 'in', 'cappuccino-scaled', 'milk', 'with', 'support', 'from', 'notes', 'of', 'date', 'and', 'lemon', 'verbena']",Thailand; Vietnam; Latin America,19.00/12 ounces,Medium-Light,Paradise Roasters,"Minneapolis, Minnesota",1.5833333333333333
83,Ka‘ū Champagne Natural Half-Caf,93,8.0,9,9,9,"['delicately', 'sweet-tarty', 'fruity', 'and', 'lively', 'baking', 'chocolate', 'pomegranate', 'lime', 'zest', 'cashew', 'butter', 'oak', 'in', 'aroma', 'and', 'cup', 'sweet-tart', 'structure', 'with', 'gently', 'bright', 'winey', 'acidity;', 'crisp', 'silky', 'mouthfeel', 'baking', 'chocolate', 'and', 'lime', 'zest', 'are', 'central', 'in', 'the', 'finish']","Ka‘ū growing region, Big Island of Hawai’i",30.00/4 ounces,Light,Paradise Roasters,"Minneapolis, Minnesota",7.5
84,Kenya Ngaita Peaberry,94,9.0,9,8,9,"['bright', 'richly', 'sweet', 'complex', 'red', 'currant', 'jasmine', 'dark', 'chocolate', 'tangerine', 'zest', 'maple', 'syrup', 'in', 'aroma', 'and', 'cup', 'sweetly', 'savory', 'structure', 'with', 'juicy-bright', 'acidity', 'crisply', 'silky', 'mouthfeel', 'the', 'balanced', 'integrated', 'finish', 'is', 'centered', 'around', 'notes', 'of', 'red', 'currant', 'and', 'dark', 'chocolate', 'with', 'hints', 'of', 'tangerine', 'zest', 'into', 'the', 'long']","Kiambu County, Kenya",27.00/14 ounces,Medium-Light,Mostra Coffee,"San Diego, California",1.9285714285714288
