,title,rating,aftertaste,aroma,body,flavor,blind_assessment,coffee_origin,est_price,roast_level,roaster,roaster_location,dollars_per_ounce
2942,Mexico Chiapas El Triunfo Biosphere Fair Trade Organic,92,7.0,9,8,9,"['very', 'sweet-toned', 'coffee:', 'roasted', 'cashew', 'brown', 'sugar', 'roses', 'a', 'hint', 'of', 'pear-like', 'fruit', 'delicate', 'crisp', 'acidity;', 'very', 'silky', 'mouthfeel', 'flavor', 'tends', 'to', 'fade', 'in', 'a', 'sweet', 'resonant', 'though', 'simple', 'finish', '']","Chiapas, Mexico.",17.35/16 ounces,Medium,Conscious Cup Coffee Roasters,"Crystal Lake, Illinois",1.084375
2943,El Salvador Santa Rita,94,9.0,9,9,9,"['honey', 'fresh-cut', 'fir', 'and', 'deeply', 'layered', 'savory-sweet', 'fruit:', 'nectarine', 'table', 'grape', 'black', 'cherry', 'citrus', 'zest', 'rich', 'wine-like', 'acidity;', 'syrupy', 'mouthfeel', 'the', 'finish', 'is', 'long', 'and', 'flavor-saturated', '', '', '', '']","Santa Rita growing region, El Salvador.",11.25/12 ounces.,Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia.",0.9375
2944,Kenya Meru Kinjo Peaberry,94,9.0,9,8,9,"['gracefully', 'intense', 'aromatics', 'with', 'suggestions', 'of', 'lemon', 'blossom', 'tart', 'plum', 'and', 'apple', 'round', 'into', 'a', 'sweet-toned', 'cup:', 'honey', 'lemon', 'stone', 'fruit', 'tartly', 'bright', 'acidity;', 'dry', 'but', 'lightly', 'syrupy', 'mouthfeel;', 'long', 'floral', 'and', 'lemony', 'finish']","Meru County, central Kenya.",19.99/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin.",1.6658333333333333
2945,Ethiopia Yirgacheffe Gedeo Worka Fair Trade Organic Certified,94,8.0,9,8,9,"['intense', 'sweetly', 'bright', 'crisp', 'yet', 'lush', 'layered', 'fruit', '–', 'berry', 'nectarine', 'green', 'apple', '–', 'are', 'complicated', 'by', 'fresh-cut', 'fir', 'and', 'almond', 'in', 'aroma', 'and', 'cup', 'rich', 'roundly', 'tart', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'the', 'powerful', 'aromatics', 'fade', 'just', 'slightly', 'in', 'a', 'drying', 'finish', '']","Yirgacheffe growing region, southern Ethiopia.",15.99/12 onces,Light,JBC Coffee Roasters,"Madison, Wisconsin.",1.3325
2946,Sumatra Reserve Fair-Trade Organic,88,8.0,8,7,8,"['pungent', 'deep', 'and', 'roasty', 'lightly', 'scorched', 'cedar', 'nut-toned', 'dark', 'chocolate', 'and', 'hints', 'of', 'flowers', 'and', 'earth', 'in', 'aroma', 'and', 'cup', 'roast-muted', 'acidity;', 'leanish', 'mouthfeel', 'dark', 'chocolate', 'in', 'particular', 'emerges', 'in', 'a', 'long', 'rich', 'finish']","Northern Sumatra, Indonesia.",9.49/10 ounces,Medium-Dark,Green Mountain Coffee,"Waterbury, Vermont.",0.949
2947,Ethiopia Yirgacheffe Koke Organic,93,9.0,8,8,9,"['gently', 'brisk', 'complex', 'zesty', 'lemon', 'and', 'almond', 'in', 'the', 'aroma;', 'a', 'hint', 'of', 'cocoa', 'becomes', 'explicit', 'in', 'the', 'cup', 'deepening', 'and', 'rounding', 'the', 'zesty', 'citrus', 'rich', 'balanced', 'acidity;', 'silky', 'mouthfeel', 'flavor', 'saturates', 'a', 'long', 'clean', 'finish']","Yirgacheffe growing region, southern Ethiopia.",15.97/12 ounces,Medium-Light,Vertigo Coffee,"San Juan Bautista, California.",1.330833333333333
2948,Rwanda,90,7.0,9,8,8,"['softly', 'pungent', 'maple-toned', 'chocolate', 'in', 'aroma', 'and', 'cup', 'complicated', 'by', 'a', 'hint', 'of', 'flowers', 'and', 'a', 'crisp', 'apple-like', 'fruit', 'pronounced', 'but', 'roast-rounded', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'sweet', 'rich', 'but', 'drying', 'finish']",Rwanda.,12.00/12 ounces,Medium-Dark,Big Creek Coffee Roasters,"Hamilton, Montana",1.0
2949,Rwanda Dukunde Kawa Cooperative,92,8.0,9,8,9,"['tart', 'bright', 'acidity', 'complements', 'great', 'sweetness:', 'rose-like', 'flowers', 'honey', 'lime', 'roasted', 'almond', 'fine', 'silky', 'mouthfeel', 'pronounced', 'floral', 'sweetness', 'carries', 'deep', 'into', 'a', 'rich', 'citrusy', 'finish']","Gakenke growing region, central Rwanda.",15.00/12 ounces,Medium,Coffea Roasterie,"Sioux Falls, South Dakota",1.25
2950,Bolivia “Taipiplaya” Fair Trade Organic Certified,90,8.0,8,8,8,"['delicate', 'fresh', 'balanced', 'nut-toned', 'caramel', 'orange', 'fir', 'a', 'hint', 'of', 'flowers', 'in', 'aroma', 'and', 'cup', 'gently', 'bright', 'lemony', 'acidity;', 'smoothly', 'silky', 'mouthfeel', 'the', 'simple', 'but', 'pleasing', 'aromatics', 'carry', 'straight', 'through', 'to', 'a', 'long', 'sweet', 'slightly', 'pungent', 'finish']","Carnavi Province, Bolivia.",10.95/12 ounces,Medium,Grounds for Change,"Poulsbo, Washington",0.9125
2951,Colombia El Roble Single Origin Espresso,94,10.0,8,8,9,"['evaluated', 'as', 'espresso', 'crisp', 'sweetly', 'gentle', 'suave', 'honey', 'orange', 'grapefruity', 'citrus', 'fresh-cut', 'fir', 'in', 'the', 'aroma', 'light', 'silky', 'mouthfeel', 'turns', 'chocolaty', 'and', 'more', 'distinctly', 'citrusy', 'in', 'the', 'light-bodied', 'silky', 'cup', 'superb', 'flavor-saturated', 'sweetly', 'clean', '', 'finish', 'in', 'two', 'parts', 'milk', 'the', 'chocolate', 'is', 'nuanced', 'by', 'ripe', 'citrus', 'and', 'a', 'deeper', 'apricot-toned', 'fruit']","Santander Department, Colombia.",17.75/12 ounces,Medium,Terroir Coffee,"Acton, Massachusetts",1.4791666666666667
2952,Flores Bajawa Ngura Organic,91,8.0,9,8,8,"['intense', 'complex', 'unorthodox:', 'cherry', 'and', 'blueberry', 'dark', 'chocolate', 'moist', 'fresh-fallen', 'leaves', 'violet-like', 'flowers', 'in', 'aroma', 'and', 'cup', 'rich', 'backgrounded', 'acidity;', 'full', 'syrupy', 'mouthfeel', 'flavor-saturated', 'salty-sweet', 'finish', 'the', 'striking', 'aromatics', 'of', 'this', 'coffee', 'were', 'clearest', 'in', 'the', 'superb', 'aroma']","Flores, Indonesia.",13.99/12 ounces,Medium,Mystic Monk Coffee,"Clark, Wyoming",1.1658333333333333
2953,Espresso Classico,93,8.0,9,9,8,"['evaluated', 'as', 'espresso', 'rich', 'deep-toned', 'in', 'the', 'small', 'cup:', 'cedar', 'dark', 'chocolate', 'hints', 'of', 'apple-like', 'fruit', 'and', 'almond', 'syrupy', 'mouthfeel', 'chocolate', 'and', 'cedar', 'carry', 'persuasively', 'through', 'into', 'the', 'long', 'finish', 'round', 'authoritative', 'presence', 'in', 'two', 'parts', 'milk;', 'the', 'cedar', 'and', 'dark', 'chocolate', 'persist', 'while', 'the', 'fruit', 'rounds', 'toward', 'peach', 'or', 'apricot', '']",Not disclosed.,11.95/12 ounces,Medium,Paradise Coffee Roasters,"Ramsey, Minnesota",0.9958333333333332
2954,Espresso de Tropico,92,9.0,9,8,8,"['evaluated', 'as', 'espresso', 'nut-toned', 'caramel', 'and', 'dark', 'chocolate', 'with', 'hints', 'of', 'lemon-like', 'tart', 'fruit', 'and', 'a', 'faint', 'glimmer', 'of', 'fresh', 'mint', 'in', 'aroma', 'and', 'cup', 'syrupy', 'mouthfeel;', 'chocolate-toned', 'finish', 'with', 'a', 'tart', 'edge', 'delicate', 'in', 'two', 'parts', 'milk', 'where', 'the', 'chocolate', 'and', 'sweet', 'citrus', 'notes', 'complement', 'one', 'another', 'nicely', '']",Not disclosed.,13.95/12 ounces,Medium-Dark,Paradise Roasters,"Ramsey, Minnesota",1.1625
2955,BC Espresso,89,7.0,8,8,8,"['evaluated', 'as', 'espresso', 'brisk', 'and', 'delicate', 'green', 'apple', 'baker’s', 'chocolate', 'walnuts', 'and', 'apricot', 'in', 'both', 'aroma', 'and', 'cup', 'creamy', 'mouthfeel', 'the', 'walnut', 'and', 'chocolate', 'carry', 'into', 'a', 'rather', 'dry', 'finish', 'but', 'plump', 'up', 'nicely', 'again', 'in', 'two-parts', 'milk', 'while', 'retaining', 'a', 'dry', 'savory', 'complication', '']",Not disclosed.,11.00/12 ounces,Dark,Big Creek Coffee Roasters,"Hamilton, Montana",0.9166666666666666
2956,Espresso Blend,91,7.0,8,9,8,"['evaluated', 'as', 'espresso', 'sweet', 'complex', 'and', 'juicy', 'candied', 'lemon', 'blackberry', 'orange', 'sweet', 'cocoa', 'in', 'the', 'aroma', 'lightly', 'syrupy', 'mouthfeel', 'with', 'a', 'complimentary', 'dry', 'astringent', 'edge', 'sweet', 'cocoa', 'transforms', 'into', 'a', 'bittersweet', 'lemon-toned', 'baker’s', 'chocolate', 'in', 'the', 'small', 'cup', 'complicated', 'by', 'suggestions', 'of', 'slightly', 'scorched', 'cedar', 'and', 'flowers', 'the', 'citrus-toned', 'chocolate', 'nicely', 'rounds', 'and', 'fattens', 'in', 'two', 'parts', 'milk', '']",Not disclosed.,12.95/16 ounces,Dark,The Beanery Coffee Roasters,"Valdosta, Georgia",0.809375
2957,Ethiopia Deep Blue Harrar,90,8.0,9,8,8,"['intense', 'complex', 'aroma:', 'wine-toned', 'fruit', 'caramel', 'fresh-cut', 'cedar', 'a', 'hint', 'of', 'roses', 'muted', 'acidity;', 'full', 'buttery', 'mouthfeel', 'in', 'the', 'cup', 'the', 'caramel', 'turns', 'crisp', 'and', 'cocoa-like', 'and', 'the', 'wine-toned', 'fruit', 'deepens', 'and', 'develops', 'a', 'savory', 'edge', 'the', 'cocoa', 'note', 'in', 'particular', 'carries', 'into', 'a', 'rich', 'finish', '']","Harrar growing region, Ethiopia.",10.50/12 ounces,Medium-Dark,Cafe Excellence,"Audobon, Pennsylvania",0.875
2958,Sumatra Lintong Fully Washed,93,9.0,8,9,9,"['elegant', 'lively', 'notes', 'of', 'moist', 'freshly-fallen', 'leaves', 'pungent', 'grapefruit', 'and', 'cedar', 'dominate', 'in', 'aroma', 'and', 'cup', 'balanced', 'smoothly', 'bright', 'acidity;', 'syrupy', 'mouthfeel', 'rich', 'sweet', 'flavor-saturated', 'finish', '']","Lintong growing district, northern Sumatra, Indonesia.",11.95/12 ounces,Medium,Café Excellence,"Audubon, Pennsylvania",0.9958333333333332
2959,Colombia Huila Monserrate Yaneth Gil Microlot,94,9.0,9,8,9,"['deep', 'balanced', 'intense', 'nut', 'flowers', 'stonefruit', 'sweet', 'cocoa', 'in', 'aroma', 'and', 'cup', 'sweetly', 'crisp', 'acidity;', 'lively', 'lightly', 'syrupy', 'mouthfeel', 'the', 'balance', 'and', 'completeness', 'that', 'characterizes', 'the', 'entire', 'profile', 'stretches', 'into', 'a', 'long', 'resonant', 'swoon', 'of', 'a', 'finish']","Huila growing region, Colombia.",9.50/8 ounces,Medium,Victrola Coffee Roasters,"Seattle, Washington",1.1875
2960,Colombia Martha Cecelia Rojas,93,8.0,9,8,9,"['refreshing', 'delicate', 'very', 'sweet-toned', 'orange', 'lemon', 'nut', 'and', 'intense', 'floral', 'notes', 'in', 'aroma', 'and', 'cup', 'juicy', 'wine-like', 'acidity;', 'silky', 'to', 'lightly', 'syrupy', 'mouthfeel', 'fades', 'very', 'slightly', 'in', 'an', 'otherwise', 'clean', 'balanced', 'finish']","Pitalito growing region, Huila Department, Colombia.",14.00/12 ounces,Medium-Light,Lone Pine Coffee Roasters,"Bend, Oregon",1.1666666666666667
2961,Colombia Piendamo Meseta de Popayan,92,8.0,9,8,9,"['crisp', 'delicate', 'sweet', 'cocoa', 'fresh-cut', 'fir', 'and', 'complexly', 'layered', 'gently', 'tart', 'fruit', 'in', 'aroma', 'and', 'cup', 'sweet-toned', 'bright', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'balanced', 'delicately', 'rich', 'finish']","Popayan growing region, Colombia.",10.50/12 ounces,Medium,Mtn. Air Roasting,"Ashville, North Carolina",0.875
2962,Colombia Organic,92,8.0,8,8,9,"['crisp', 'and', 'gently', 'tart', 'cocoa', 'ripe', 'plum', 'flowers', 'and', 'a', 'hint', 'of', 'pungent', 'fresh-cut', 'fir', 'in', 'aroma', 'and', 'cup', 'rich', 'forward', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'balanced', 'gently', 'flavor-saturated', 'finish']","Valle de Cauca, Colombia.",16.60/16 ounces,Medium,DOMA Coffee Roasting Company,"Post Falls, Idaho",1.0375
2963,Colombia La Coqueta,91,8.0,8,8,9,"['subtle', 'deep', 'aromatics:', 'black', 'tea', 'boysenberry', 'cedar', 'rich', 'slightly', 'tart', 'acidity', 'silky', 'mouthfeel', 'the', 'aromatics', 'blossom', 'in', 'a', 'refreshing', 'and', 'balanced', 'cup', 'with', 'rounding', 'and', 'deepening', 'suggestions', 'of', 'nectarine', 'and', 'apricot', 'and', 'a', 'hint', 'of', 'flowers', 'a', 'cocoa-like', 'note', 'emerges', 'in', 'the', 'finish']","Tolima, Colombia.",22.00/12 ounces,Medium-Light,Cafe Grumpy,"Brooklyn, New York",1.8333333333333333
2964,Colombia San Agustin,91,8.0,9,8,8,"['richly', 'and', 'roundly', 'tart', 'the', 'taste', 'of', 'fresh', 'coffee', 'fruit', '--', 'think', 'tart', 'cherry', '--', 'and', 'pungent', 'grapefruit', 'dominate', 'in', 'aroma', 'and', 'cup', 'with', 'softening', 'suggestions', 'of', 'cocoa', 'almond', 'and', 'caramel', 'sweet-toned', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'dry', 'resonant', 'finish']","Huila growing region, Colombia.",17.50/16 ounces,Medium-Light,Equator Coffees & Teas,"San Rafael, California",1.09375
2965,Colombia Las Mercedes 2011 Cup of Excellence #2 Auction Lot,90,7.0,10,7,8,"['complex', 'explosively', 'fresh', 'aroma:', 'ripe', 'strawberry', 'watermelon', 'sweet', 'lemon', 'raspberry', 'in', 'the', 'cup', 'the', 'fruit', 'simplifies', 'and', 'turns', 'zesty', 'and', 'bittersweet', 'dry', 'yet', 'juicy', 'lean-bodied;', 'dry-finishing', '']","Huila growing region, Colombia.",32.00/8 ounces,Medium,Linking Coffee,"Taipei City, Taiwan",4.0
2966,Colombia Tolima Finca Las Florestales,89,7.0,8,8,8,"['juicy', 'but', 'bittersweet', 'slightly', 'savory', 'cup', 'red', 'grape', 'cantaloupe', 'grapefruit', 'lavender-like', 'flowers', 'in', 'quiet', 'aroma', 'and', 'crisp', 'cup', 'richly', 'round', 'acidity', 'lightly', 'syrupy', 'mouthfeel', 'turns', 'juicy', 'as', 'the', 'cup', 'cools', 'citrus', 'and', 'floral', 'notes', 'linger', 'in', 'a', 'dry', 'finish']","Tolima growing region, Colombia.",11.50/12 ounces,Medium,Portland Roasting,"Portland, Oregon",0.9583333333333334
2967,Colombia Fondo Paez Cooperative Organic,89,7.0,9,8,8,"['crisp', 'dry', 'balanced', 'dark', 'cocoa', 'lemon', 'nut', 'cedar', 'in', 'aroma', 'and', 'cup', 'slightly', 'savory', 'soft', 'lemony', 'acidity;', 'lively', 'lightly', 'syrupy', 'mouthfeel', 'dry', 'savory', 'cocoa', 'dominates', 'in', 'the', 'finish']","Valle de Cauca, Colombia.",12.99/12 ounces,Medium,Conscious Coffees,"Boulder, Colorado",1.0825
2968,Colombia Pablo Zuniga Micro Lot,88,7.0,8,8,7,"['tart', 'and', 'rather', 'savory', 'grape', 'prune', 'lemon', 'cocoa', 'in', 'aroma', 'and', 'cup', 'quiet', 'but', 'assertive', 'acidity;', 'syrupy', 'mouthfeel', 'rich', 'tart', 'rather', 'simple', 'finish']","Huila growing region, Colombia.",18.03/16 ounces,Medium,Olympia Coffee Roasting Co.,"Olympia, Washington",1.126875
2969,El Salvador Finca Suiza Santa Ana,92,8.0,9,8,9,"['simultaneously', 'lushly', 'sweet', 'and', 'tartly', 'zesty', 'cocoa', 'tart', 'lemon', 'maraschino', 'cherry', 'molasses', 'in', 'aroma', 'and', 'cup', 'richly', 'round', 'acidity;', 'syrupy', 'mouthfeel', 'sweetness', 'carries', 'from', 'cup', 'to', 'finish', 'cushioning', 'a', 'continued', 'suggestion', 'of', 'bitterish', 'citrus', 'zest']","Santa Ana growing region, El Salvador.",18.00/12 ounces,Medium,Magpie Coffee Roasters,"Reno, Nevada",1.5
2970,Kenya Nyeri AA Gaturiri,94,9.0,9,8,9,"['crisply', 'tart', 'dry', 'berry', 'and', 'pungent', 'grapefruit', 'dominate', 'in', 'aroma', 'and', 'cup', 'with', 'rounding', 'hints', 'of', 'nut-toned', 'cocoa', 'and', 'caramel', 'intense', 'brightly', 'balanced', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'rich', 'dry', 'flavor-saturated', 'finish']","Nyeri growing region, central Kenya.",15.99/8 ounces,Medium-Dark,The WestBean Coffee Roasters,"San Diego, California",1.99875
2971,Sumatra Red Badger,91,8.0,8,8,9,"['sweetly', 'and', 'gently', 'pungent', 'peach', 'melon', 'cocoa', 'fir', 'a', 'hint', 'of', 'grapefruity', 'citrus', 'in', 'aroma', 'and', 'cup', 'rich', 'balanced', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'sweetly', 'tart', 'citrusy', 'finish', '', '']","Aceh Province, northern Sumatra, Indonesia.",15.75/16 ounces,Medium,Cultiva Fine Coffee,"Lincoln, Nebraska",0.984375
2972,Rwanda Gatare Cup of Excellence Lot 6,92,8.0,8,8,9,"['intense', 'zesty', 'but', 'sweet', 'grapefruit', 'peach', 'rose-like', 'flowers', 'baker’s', 'chocolate', 'in', 'aroma', 'and', 'cup', '', 'richly', 'crisp', 'acidity;', 'silky', 'mouthfeel', 'the', 'floral', 'note', 'in', 'particular', 'carries', 'into', 'a', 'long', 'dry', 'flavor-saturated', 'finish']","Nyamasheke District, Rwanda.",28.00/12 ounces,Medium,Café Grumpy,"Brooklyn, New York",2.333333333333333
2973,Guatemalan La Joya,91,7.0,8,9,9,"['sweet-toned', 'deep', 'richly', 'balanced', 'ripe', 'orange', 'and', 'distinct', 'almond', 'notes', 'with', 'a', 'backgrounded', 'sweet', 'cocoa', 'in', 'aroma', 'and', 'cup', 'delicately', 'bright', 'fruit-toned', 'acidity;', 'lightish', 'but', 'very', 'silky', 'mouthfeel', 'flavor-saturated', 'short', 'finish;', 'dries', 'out', 'a', 'bit', 'in', 'the', 'long', '', '']","Sacatepequez region, Guatemala",18.45/16 ounces,Medium-Light,Barrington Coffee Roasting Co.,"Lee, Massachusetts",1.153125
2974,Bolivia Marcial Huanca,93,9.0,9,8,9,"['very', 'sweet', 'resonant', 'gently', 'tart', 'tangerine', 'cocoa', 'brown', 'sugar', 'floral', 'top', 'notes', 'gentle', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'the', 'impressively', 'sweet-toned', 'complex', 'flavor', 'carries', 'deep', 'into', 'a', 'long', 'finish']","Caranavi Province, Bolivia.",16.99/12 ounces,Medium-Light,Bird Rock Coffee Roasters,"La Jolla, California",1.4158333333333333
2975,Gacokwe Burundi,92,8.0,8,9,9,"['distinct', 'vanilla-toned', 'cedar', 'dry', 'berry', 'hints', 'of', 'ripe', 'orange', 'and', 'lush', 'night', 'flowers', 'in', 'aroma', 'and', 'cup', 'gentle', 'sweetly', 'crisp', 'acidity;', 'full', 'plush', 'mouthfeel', 'resonant', 'sweet-toned', 'finish']","Kayanza Province, Burundi.",15.00/12 ounces,Medium-Light,Kuma Coffee,"Seattle, Washington",1.25
2976,Tano Batak Sumatra,93,8.0,9,8,9,"['sweetly', 'pungent', 'grapefruit', 'and', 'spicy', 'moist', 'fresh-fallen', 'leaves', 'in', 'aroma', 'and', 'cup', 'hints', 'of', 'vanilla', 'and', 'peach', 'richly', 'round', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'peach', 'notes', 'in', 'particular', 'linger', 'in', 'a', 'long', 'flavor-saturated', 'finish', '', '']","Lintong growing region, North Sumatra, Indonesia.",15.00/12 ounces,Medium-Light,Kuma Coffee,"Seattle, Washington",1.25
2977,Colombian La Esperanza,94,9.0,9,9,9,"['very', 'sweet-toned', 'but', 'crisp', 'with', 'blackberry', 'cedar', 'walnut', 'and', 'a', 'rounding', 'backgrounded', 'milk', 'chocolate', 'in', 'aroma', 'and', 'cup', 'quietly', 'balanced', 'acidity;', 'syrupy', 'mouthfeel', 'a', 'hint', 'of', 'ripe', 'lemon', 'complicates', 'a', 'smooth', 'clean', 'finish']","Valle del Cauca growing region, Colombia.",17.95/16 ounces,Medium-Light,Barrington Coffee Roasting Co.,"Lee, Massachusetts",1.121875
2978,Colombia Finca Villa Loyola,94,9.0,8,9,9,"['finely', 'poised', 'and', 'balanced', 'ripe', 'lemon', 'cocoa', 'peach', 'night', 'flowers', 'in', 'aroma', 'and', 'cup', 'rich', 'sweetly', 'pungent', 'acidity;', 'plush', 'deep', 'mouthfeel', 'lemon', 'notes', 'in', 'particular', 'linger', 'in', 'the', 'sweet-toned', 'trajectory', 'of', 'a', 'very', 'long', 'finish']","Narino Department, southern Colombia",18.35/12 ounces,Medium-Light,PT's Coffee Roasting Co.,"Topeka, Kansas",1.5291666666666668
2979,El Vergel Guatemala,97,9.0,10,9,10,"['big', 'bright', 'lushly', 'complex', 'fragrant', 'eucalyptus', 'dark', 'chocolate', 'jammy', 'black', 'currant', 'white', 'flowers', 'in', 'aroma', 'and', 'cup', 'very', 'sweet', 'acidity', 'tart', 'yet', 'pure', 'and', 'smooth', 'syrupy', 'mouthfeel', 'exquisitely', 'clean', 'deep', 'juicy', 'finish']","Patzun growing region, Guatemala.",16.50/12 ounces,Medium-Light,Terroir Coffee,"Acton, Massachusetts",1.375
2980,Sol do Paraguassu Farm Natural Processed Brazil,93,8.0,9,8,9,"['gently', 'and', 'lushly', 'bright', 'flowers', 'honeyed', 'lemon', 'hints', 'of', 'almond', 'and', 'pungent', 'fresh-cut', 'fir', 'in', 'aroma', 'and', 'cup', 'delicate', 'juicy', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'flavor', 'details', 'fade', 'in', 'the', 'finish', 'but', 'a', 'richly', 'tart', 'sweetness', 'lingers', '', '']","Chapada Diamantina growing region, Bahia State, Brazil.",14.00/8 ounces,Medium-Light,OQ Coffee Co.,"New Brunswick, New Jersey",1.75
2981,Brazil Fazenda Chapadao de Ferro Peaberry,92,8.0,9,8,9,"['quietly', 'complex', 'crisply', 'sweet', 'dark', 'chocolate', 'dominates', 'in', 'aroma', 'and', 'cup', 'complicated', 'by', 'suggestions', 'of', 'nut', '–', 'almond', 'walnut', '–', 'and', 'an', 'apricot-like', 'fruit', 'soft', 'round', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'chocolate', 'in', 'particular', 'lingers', 'in', 'a', 'long', 'flavor-saturated', 'finish', '', '']","Patrocinio region, Minas Gerais State, Brazil.",10.00/8 ounces,Medium-Light,Panther Coffee,"Miami, Florida",1.25
2982,Brazil Monte Alegre,91,9.0,8,8,8,"['straightforward', 'finely', 'structured', 'balanced', 'and', 'sweet-toned', 'in', 'aroma', 'and', 'cup', 'with', 'distinct', 'milk', 'chocolate', 'notes', 'and', 'hints', 'of', 'lemon', 'cedar', 'and', 'raisin', 'roundly', 'rich', 'acidity;', 'syrupy', 'mouthfeel', 'flavor', 'particularly', 'the', 'chocolate', 'carries', 'deep', 'into', 'a', 'long', 'clean', 'finish', '']","Sul de Minas growing region, southern Minas Gerais State, Brazil.",14.00/12 ounces,Medium,Kean Coffee,"Newport Beach, California",1.1666666666666667
2983,Brazil Fazenda Floresta,90,8.0,8,8,8,"['sweet-toned', 'balanced', 'gently', 'opulent', 'cherry', 'almond', 'honeyish', 'night', 'flowers', 'with', 'a', 'port-wine-like', 'hint', 'in', 'aroma', 'and', 'cup', 'soft', 'round', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'very', 'rich', 'finishing']","Chapada Diamantina growing region, Bahia State, Brazil.",14.50/12 ounces,Medium-Light,Salt Spring Coffee,"Salt Spring Island, British Colombia, Canada",1.2083333333333333
2984,Brazil Zinho Peaberry Natural,89,7.0,8,8,8,"['sweetly', 'and', 'gently', 'pungent', 'dark', 'chocolate', 'cedar', 'walnut', 'a', 'hint', 'of', 'orangy', 'fruit', 'in', 'aroma', 'and', 'cup', 'roast-rounded', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'some', 'chocolate', 'sweetness', 'lingers', 'in', 'a', 'rather', 'dry', 'roasty', 'finish', '', '']","Campos Altos growing district, Minas Gerais State, Brazil.",12.75/12 ounces,Medium-Dark,Caravan Coffee,"Newberg, Oregon",1.0625
2985,Brasil Fazenda Sertao,89,8.0,8,7,8,"['very', 'sweet', 'delicately', 'lush', 'apricot', 'almond', 'hints', 'of', 'milk', 'chocolate', 'and', 'tangerine', 'in', 'aroma', 'and', 'cup', 'gently', 'crisp', 'acidity;', 'light', 'slightly', 'lean', 'mouthfeel', 'apricot', 'and', 'chocolate', 'in', 'particular', 'persist', 'in', 'a', 'smooth', 'sweet-toned', 'finish', '']","Carmo de Minas growing region, Minas Gerais State, Brazil",10.00/8 ounces,Medium-Light,Panther Coffee,"Miami, Florida",1.25
2986,Ethiopian Sidamo Shanta Golba Natural Processed,92,8.0,9,8,9,"['intense', 'aroma', 'and', 'flavor:', 'brandy', 'blueberry', 'dark', 'chocolate', 'fresh-cut', 'fir', 'gently', 'bright', 'acidity;', 'silky', 'mouthfeel', 'the', 'sweet-toned', 'cup', 'develops', 'a', 'savory', 'edge', 'as', 'it', 'cools', 'which', 'carries', 'into', 'a', 'complexly', 'dry', 'chocolaty', 'finish']","Sidama (also Sidamo) growing region, southern Ethiopia.",11.99/12 ounces,Medium-Light,JBC Coffee Roasters,"Madison, Wisconsin",0.9991666666666666
2987,Burundi Kiryama Micro Lot 8,93,8.0,9,8,9,"['rich', 'opulent', 'coffee:', 'buttery', 'caramel', 'lush', 'night', 'flowers', 'cherryish', 'fruit', 'fresh-cut', 'cedar', 'round', 'wine-like', 'acidity;', 'plush', 'mouthfeel', 'long', 'sweet-toned', 'finish']","Kayanza Province, northern Burundi.",15.75/12 ounces,Medium,Coffea Roasterie,"Sioux Falls, South Dakota",1.3125
2988,El Salvador Finca El Majahual,91,7.0,9,9,8,"['sweetly', 'tart', 'wine-toned', 'fruit', 'dominates', 'in', 'aroma', 'and', 'cup', 'with', 'hints', 'of', 'pungent', 'cedar', 'and', 'crisp', 'cocoa', 'gently', 'bright', 'wine-like', 'acidity;', 'plush', 'mouthfeel', 'rich', 'and', 'sweet', 'in', 'the', 'short', 'finish;', 'rather', 'drying', 'in', 'the', 'long', '']",El Salvador,15.97/12 ounces,Medium-Light,Vertigo Coffee,"San Juan Bautista, California",1.330833333333333
2989,Venice Nights,90,7.0,8,8,9,"['dark', 'chocolate', 'and', 'lavender-like', 'flowers', 'dominate', 'complicated', 'by', 'unusual', 'sweet', 'spicy/herbal', 'notes:', 'agave', 'syrup', 'perhaps', 'or', 'nutmeg', 'crisp', 'delicate', 'acidity;', 'lightly', 'syrupy', 'mouthfeel', 'the', 'complex', 'aromatics', 'simplify', 'in', 'an', 'otherwise', 'pleasantly', 'balanced', 'finish', '']","Northern Sumatra, Indonesia; Mexico.",9.44/12 ounces,Medium,Cafe Excellence,"Audubon, Pennsylvania",0.7866666666666666
